CCSO,ARRMAP,Col1,Col2
400-9267115,ARR28067,,
400-9267121,ARR28064,,
400-9267122,ARR28190,,
400-9267123,ARR28093,,
400-9267126,ARR28069,,
400-9267127,ARR28080,,
400-9267128,ARR28091,,
400-9267129,ARR28104,,
400-9267130,ARR28094,,
400-9267131,ARR28088,,
400-9267132,ARR28087,,
400-9267133,ARR28087,,
400-9267134,ARR28083,,
400-9267136,ARR28284,,
400-9267137,ARR28011,,
400-9267138,ARR28107,,
400-9267140,ARR28099,,
400-9267141,ARR28006,,
400-9267142,ARR28080,,
400-9267143,ARR28110,,
400-9267144,ARR27972,,
400-9267145,ARR28028,,
400-9267147,ARR28102,,
400-9267148,ARR28109,,
400-9267149,ARR27972,,
400-9267150,ARR28114,,
400-9267151,ARR28115,,
400-9267152,ARR28190,,
400-9267153,ARR28069,,
400-9267154,ARR28122,,
400-9267155,ARR27999,,
400-9267156,ARR28121,,
400-9267157,ARR28087,,
400-9267158,ARR28058,,
400-9267160,ARR28099,,
400-9267161,ARR28148,,
400-9267162,ARR28144,,
400-9267163,ARR28080,,
400-9267164,ARR28080,,
400-9267165,ARR28154,,
400-9267166,ARR28141,,
400-9267167,ARR28150,,
400-9267168,ARR28146,,
400-9267169,ARR28172,,
400-9267170,ARR28102,,
400-9267171,ARR28160,,
400-9267172,ARR28165,,
400-9267173,ARR28159,,
400-9267175,ARR28146,,
400-9267176,ARR28131,,
400-9267177,ARR28181,,
400-9267179,ARR28080,,
400-9267180,ARR28109,,
400-9267181,ARR28195,,
400-9267182,ARR28195,,
400-9267183,ARR28201,,
400-9267184,ARR28200,,
400-9267185,ARR28201,,
400-9267186,ARR28080,,
400-9267187,ARR28205,,
400-9267188,ARR28233,,
400-9267188,ARR28602,,
400-9267189,ARR28097,,
400-9267190,ARR28181,,
400-9267193,ARR28203,,
400-9267194,ARR28237,,
400-9267195,ARR28220,,
400-9267197,ARR28223,,
400-9267198,ARR28213,,
400-9267199,ARR28222,,
400-9267200,ARR28248,,
400-9267201,ARR28092,,
400-9267202,ARR28110,,
400-9267203,ARR28514,,
400-9267205,ARR28251,,
400-9267206,ARR28249,,
400-9267207,ARR28160,,
400-9267208,ARR28172,,
400-9267209,ARR28257,,
400-9267210,ARR28255,,
400-9267211,ARR28138,,
400-9267212,ARR28260,,
400-9267213,ARR28272,,
400-9267215,ARR28259,,
400-9267216,ARR28265,,
400-9267217,ARR28248,,
400-9267218,ARR28248,,
400-9267219,ARR28278,,
400-9267220,ARR28175,,
400-9267221,ARR28286,,
400-9267222,ARR28284,,
400-9267223,ARR28292,,
400-9267224,ARR28284,,
400-9267225,ARR28284,,
400-9267226,ARR28272,,
400-9267227,ARR28272,,
400-9267228,ARR28165,,
400-9267229,ARR28325,,
400-9267230,ARR28294,,
400-9267231,ARR28272,,
400-9267232,ARR28272,,
400-9267233,ARR28272,,
400-9267234,ARR28223,,
400-9267235,ARR28298,,
400-9267236,ARR28331,,
400-9267238,ARR28272,,
400-9267239,ARR28272,,
400-9267240,ARR28272,,
400-9267241,ARR28327,,
400-9267242,ARR28314,,
400-9267243,ARR28369,,
400-9267244,ARR28361,,
400-9267245,ARR28331,,
400-9267246,ARR28333,,
400-9267247,ARR28310,,
400-9267248,ARR28340,,
400-9267250,ARR28340,,
400-9267251,ARR28325,,
400-9267252,ARR28359,,
400-9267253,ARR28350,,
400-9267258,ARR28373,,
400-9267259,ARR28374,,
400-9267260,ARR28385,,
400-9267261,ARR28387,,
400-9267262,ARR28391,,
400-9267263,ARR28394,,
400-9267264,ARR28373,,
400-9267265,ARR28394,,
400-9267266,ARR28385,,
400-9267267,ARR28422,,
400-9267269,ARR28428,,
400-9267270,ARR28426,,
400-9267271,ARR28421,,
400-9267272,ARR28394,,
400-9267273,ARR28394,,
400-9267275,ARR28394,,
400-9267276,ARR28475,,
400-9267277,ARR28440,,
400-9267278,ARR28421,,
400-9267279,ARR28459,,
400-9267280,ARR28464,,
400-9267281,ARR28465,,
400-9267282,ARR28473,,
400-9267283,ARR28478,,
400-9267284,ARR28394,,
400-9267285,ARR28472,,
400-9267287,ARR28394,,
400-9267288,ARR28501,,
400-9267289,ARR28391,,
400-9267290,ARR28489,,
400-9267291,ARR28495,,
400-9267292,ARR28576,,
400-9267293,ARR28576,,
400-9267294,ARR28495,,
400-9267295,ARR28394,,
400-9267295,ARR28925,,
400-9267296,ARR28394,,
400-9267297,ARR28429,,
400-9267298,ARR28487,,
400-9267299,ARR28421,,
400-9267300,ARR28512,,
400-9267301,ARR28512,,
400-9267302,ARR28522,,
400-9267303,ARR28589,,
400-9267305,ARR28436,,
400-9267306,ARR28422,,
400-9267307,ARR28548,,
400-9267308,ARR28521,,
400-9267309,ARR28525,,
400-9267310,ARR28530,,
400-9267312,ARR28544,,
400-9267313,ARR28533,,
400-9267315,ARR28545,,
400-9267316,ARR28543,,
400-9267318,ARR28580,,
400-9267319,ARR28552,,
400-9267320,ARR28556,,
400-9267321,ARR28554,,
400-9267322,ARR28567,,
400-9267323,ARR28533,,
400-9267324,ARR28501,,
400-9267325,ARR28563,,
400-9267326,ARR28511,,
400-9267327,ARR28575,,
400-9267328,ARR28565,,
400-9267329,ARR28568,,
400-9267330,ARR28587,,
400-9267331,ARR28525,,
400-9267332,ARR28566,,
400-9267333,ARR28575,,
400-9267334,ARR28579,,
400-9267335,ARR28511,,
400-9267336,ARR28590,,
400-9267337,ARR28584,,
400-9267338,ARR28594,,
400-9267339,ARR28533,,
400-9267340,ARR28593,,
400-9267341,ARR28592,,
400-9267342,ARR28575,,
400-9267343,ARR28552,,
400-9267344,ARR28657,,
400-9267345,ARR28623,,
400-9267346,ARR28633,,
400-9267347,ARR28619,,
400-9267348,ARR28548,,
400-9267349,ARR28552,,
400-9267350,ARR28641,,
400-9267351,ARR28605,,
400-9267352,ARR28640,,
400-9267353,ARR28643,,
400-9267355,ARR28594,,
400-9267356,ARR28655,,
400-9267357,ARR28649,,
400-9267358,ARR28642,,
400-9267359,ARR28656,,
400-9267360,ARR28584,,
400-9267361,ARR28666,,
400-9267362,ARR28548,,
400-9267363,ARR28661,,
400-9267364,ARR28671,,
400-9267365,ARR28575,,
400-9267366,ARR28672,,
400-9267367,ARR28689,,
400-9267368,ARR28605,,
400-9267369,ARR28675,,
400-9267370,ARR28661,,
400-9267371,ARR28656,,
400-9267373,ARR28690,,
400-9267374,ARR28687,,
400-9267375,ARR28675,,
400-9267377,ARR28594,,
400-9267379,ARR28594,,
400-9267381,ARR28594,,
400-9267382,ARR28568,,
400-9267383,ARR28707,,
400-9267384,ARR28575,,
400-9267385,ARR28697,,
400-9267387,ARR28710,,
400-9267388,ARR28714,,
400-9267389,ARR28605,,
400-9267390,ARR28722,,
400-9267391,ARR28670,,
400-9267392,ARR28674,,
400-9267393,ARR28742,,
400-9267394,ARR28675,,
400-9267396,ARR28763,,
400-9267397,ARR28740,,
400-9267398,ARR28757,,
400-9267399,ARR28757,,
400-9267400,ARR28765,,
400-9267401,ARR28675,,
400-9267402,ARR28655,,
400-9267403,ARR28747,,
400-9267404,ARR28747,,
400-9267405,ARR28762,,
400-9267406,ARR28781,,
400-9267407,ARR28925,,
400-9267408,ARR28801,,
400-9267409,ARR28769,,
400-9267410,ARR28777,,
400-9267411,ARR28778,,
400-9267413,ARR28925,,
400-9267414,ARR28784,,
400-9267415,ARR28791,,
400-9267416,ARR28775,,
400-9267417,ARR28794,,
400-9267421,ARR28925,,
400-9267422,ARR28925,,
400-9267423,ARR28925,,
400-9267424,ARR28925,,
400-9267425,ARR25428,,
400-9267425,ARR28925,,
400-9267426,ARR28999,,
400-9267426,ARR28925,,
400-9267427,ARR28821,,
400-9267428,ARR28827,,
400-9267429,ARR28794,,
400-9267430,ARR28829,,
400-9267431,ARR28831,,
400-9267432,ARR28828,,
400-9267433,ARR28830,,
400-9267434,ARR28828,,
400-9267435,ARR28844,,
400-9267436,ARR28846,,
400-9267437,ARR28848,,
400-9267438,ARR28828,,
400-9267439,ARR28769,,
400-9267441,ARR28851,,
400-9267442,ARR28849,,
400-9267444,ARR25428,,
400-9267444,ARR28925,,
400-9267445,ARR28861,,
400-9267446,ARR25428,,
400-9267446,ARR28999,,
400-9267447,ARR28925,,
400-9267448,ARR25428,,
400-9267448,ARR28925,,
400-9267449,ARR28778,,
400-9267450,ARR28791,,
400-9267452,ARR28866,,
400-9267453,ARR28870,,
400-9267454,ARR28925,,
400-9267457,ARR28781,,
400-9267458,ARR28912,,
400-9267459,ARR28831,,
400-9267460,ARR28879,,
400-9267461,ARR28890,,
400-9267462,ARR28866,,
400-9267464,ARR28893,,
400-9267465,ARR28893,,
400-9267466,ARR28891,,
400-9267467,ARR28889,,
400-9267468,ARR28894,,
400-9267469,ARR28778,,
400-9267470,ARR28911,,
400-9267472,ARR28889,,
400-9267473,ARR28791,,
400-9267474,ARR28920,,
400-9267475,ARR28844,,
400-9267476,ARR28894,,
400-9267477,ARR28879,,
400-9267478,ARR28861,,
400-9267480,ARR28937,,
400-9267482,ARR28829,,
400-9267484,ARR28932,,
400-9267485,ARR28950,,
400-9267486,ARR28879,,
400-9267488,ARR28955,,
400-9267489,ARR28949,,
400-9267490,ARR28958,,
400-9267491,ARR28966,,
400-9267492,ARR28879,,
400-9267493,ARR28831,,
400-9267495,ARR28845,,
400-9267496,ARR28879,,
400-9267497,ARR28846,,
400-9267498,ARR28932,,
400-9267500,ARR28970,,
400-9267501,ARR28929,,
400-9267503,ARR28971,,
400-9267504,ARR28979,,
400-9267505,ARR28986,,
400-9267506,ARR28986,,
400-9267507,ARR28981,,
400-9267509,ARR28866,,
400-9267510,ARR29000,,
400-9267511,ARR28992,,
400-9267512,ARR29015,,
400-9267513,ARR28999,,
400-9267513,ARR27361,,
400-9267514,ARR29009,,
400-9267515,ARR29005,,
400-9267516,ARR29006,,
400-9267517,ARR29031,,
400-9267519,ARR29021,,
400-9267520,ARR29021,,
400-9267521,ARR29030,,
400-9267522,ARR28999,,
400-9267523,ARR28999,,
400-9267524,ARR28880,,
400-9267525,ARR29021,,
400-9267526,ARR28911,,
400-9267527,ARR29033,,
400-9267528,ARR28925,,
400-9267529,ARR28925,,
400-9267530,ARR28999,,
400-9267531,ARR28925,,
400-9267532,ARR29032,,
400-9267533,ARR29021,,
400-9267534,ARR29030,,
400-9267535,ARR28925,,
400-9267536,ARR29009,,
400-9267537,ARR29040,,
400-9267538,ARR28970,,
400-9267539,ARR29054,,
400-9267541,ARR28925,,
400-9267542,ARR29063,,
400-9267545,ARR29065,,
400-9267547,ARR29084,,
400-9267548,ARR29071,,
400-9267549,ARR29076,,
400-9267550,ARR28970,,
400-9267551,ARR29078,,
400-9267552,ARR29076,,
400-9267553,ARR29079,,
400-9267554,ARR28925,,
400-9267555,ARR29033,,
400-9267556,ARR29088,,
400-9267557,ARR29097,,
400-9267558,ARR29098,,
400-9267559,ARR28999,,
400-9267561,ARR29090,,
400-9267562,ARR29108,,
400-9267563,ARR29093,,
400-9267564,ARR29100,,
400-9267565,ARR29099,,
400-9267566,ARR29103,,
400-9267567,ARR29102,,
400-9267568,ARR29063,,
400-9267569,ARR29109,,
400-9267570,ARR29113,,
400-9267571,ARR29076,,
400-9267572,ARR29131,,
400-9267574,ARR29108,,
400-9267575,ARR29122,,
400-9267576,ARR29130,,
400-9267577,ARR29133,,
400-9267578,ARR29126,,
400-9267579,ARR28925,,
400-9267580,ARR29054,,
400-9267583,ARR29021,,
400-9267586,ARR29076,,
400-9267587,ARR29139,,
400-9267589,ARR29100,,
400-9267591,ARR29143,,
400-9267592,ARR28925,,
400-9267593,ARR29099,,
400-9267594,ARR29144,,
400-9267595,ARR29154,,
400-9267596,ARR29040,,
400-9267597,ARR29076,,
400-9267598,ARR29157,,
400-9267600,ARR29164,,
400-9267601,ARR28422,,
400-9267602,ARR28422,,
400-9267603,ARR28422,,
400-9267604,ARR28422,,
400-9267605,ARR28422,,
400-9267606,ARR28422,,
400-9267608,ARR29174,,
400-9267610,ARR29182,,
400-9267612,ARR29170,,
400-9267614,ARR29157,,
400-9267615,ARR29143,,
400-9267616,ARR29144,,
400-9267619,ARR28422,,
400-9267621,ARR29093,,
400-9267623,ARR29174,,
400-9267625,ARR29188,,
400-9267629,ARR29188,,
400-9267635,ARR29144,,
400-9267636,ARR29076,,
400-9329,ARR22449,,
400-9329,ARR10317,,
400-9350,ARR21428,,
400-9350,ARR28771,,
400-9760073,ARR12247,,
400-9760120,ARR15476,,
400-9760138,ARR15841,,
400-9760247,ARR18859,,
400-9760313,ARR22679,,
400-9760315,ARR22712,,
400-9760316,ARR22742,,
400-9760319,ARR22963,,
400-9760320,ARR23000,,
400-9760335,ARR23811,,
400-9760336,ARR23847,,
400-9760339,ARR24074,,
400-9760349,ARR25036,,
400-9760351,Not in RevPro,,
400-9760353,ARR25005,,
400-9760391,ARR26422,,
400-9760394,ARR26603,,
400-9760395,ARR26820,,
400-9760400,ARR27115,,
400-9760404,ARR27352,,
400-9760406,ARR27371,,
400-9760407,ARR27536,,
400-9760421,ARR27923,,
400-9760422,ARR27923,,
400-9760423,ARR27916,,
400-9760424,ARR27966,,
400-9760425,ARR28131,,
400-9760426,ARR28131,,
400-9760431,ARR28399,,
400-9760432,ARR28404,,
400-9760433,ARR28511,,
400-9760434,ARR28532,,
400-9760436,ARR28511,,
400-9760442,ARR25036,,
400-9760443,ARR28702,,
400-9760444,ARR28716,,
400-9760445,ARR28727,,
400-9760446,ARR28761,,
400-9760447,ARR28764,,
400-9760448,ARR28764,,
400-9760449,ARR28803,,
400-9760456,ARR28924,,
400-9760457,ARR28819,,
400-9760458,ARR28837,,
400-9760459,ARR28836,,
400-9760462,ARR28819,,
400-9760463,ARR28983,,
400-9760464,ARR28894,,
400-9760465,ARR28999,,
400-9760465,ARR27361,,
400-9760466,ARR28999,,
400-9760467,ARR28999,,
400-9760468,ARR28925,,
400-9760469,ARR28999,,
400-9760470,ARR28925,,
400-9760471,ARR28999,,
400-9760472,ARR28909,,
400-9760473,ARR28999,,
400-9760474,ARR28925,,
400-9760478,ARR28925,,
400-9760479,ARR28422,,
400-9760480,ARR29194,,
400-9760481,ARR29188,,
400-9760482,ARR29222,,
400-9816,ARR23509,,
400-9816,ARR11731,,
400-9847,ARR22450,,
400-LT-ST Reclass,LT-ST Reclass,,
400-Period End Revaluation,Period End Revaluation,,
400-Revaluation,Revaluation,,
400-REVPRO-1209589,ARR28251,,
400-REVPRO-1210286,ARR28251,,
400-REVPRO-1216225,ARR24573,,
400-REVPRO-74648,ARR11994,,
400-REVPRO-913351,ARR25517,,
400-RU000000001S,ARR18090,,
400-RU000000005S,ARR21355,,
400-UK000000001W,Not in RevPro,,
400-UK000000002R,ARR25370,,
400-UK000000002R,ARR26650,,
400-UK000000004SUB,ARR26599,,
400-UK000000004SUB,ARR28909,,
400-UK000000004SUB,ARR12400,,
400-UK000000004SUB,ARR17961,,
400-UK000000004SUB,ARR24264,,
400-UK000000005R,ARR16421,,
400-UK000000005SUB,ARR27536,,
400-UK000000005SUB,ARR12750,,
400-UK000000005SUB,ARR21698,,
400-UK000000005SUB,ARR24376,,
400-UK000000007SUB,ARR28084,,
400-UK000000007SUB,ARR19818,,
400-UK000000008SUB,ARR27890,,
400-UK000000008SUB,ARR23316,,
400-UK000000008SUB,ARR13354,,
400-UK000000009S,ARR24031,,
400-UK000000009S,ARR26524,,
400-UK000000010SUB,ARR24706,,
400-UK000000010SUB,ARR15256,,
400-UK000000013SUB,ARR26340,,
400-UK000000014SUB,ARR27821,,
400-UK000000014SUB,ARR16744,,
400-UK000000014SUB,ARR19754,,
400-UK000000014SUB,ARR22881,,
400-UK000000014SUB,ARR24971,,
400-UK000000016SUB,ARR15488,,
400-UK000000017SUB,ARR24573,,
400-UK000000017SUB,ARR19515,,
400-UK000000017SUB,ARR20738,,
400-UK000000019SUB,ARR22417,,
400-UK000000021SUB,ARR20180,,
400-UK000000021SUB,ARR21960,,
400-UK000000021SUB,ARR21959,,
400-UK000000021SUB,ARR21961,,
400-UK000000023R,ARR18908,,
400-UK000000023SUB,ARR21168,,
400-UK000000024SUB,ARR21263,,
400-UK000000025SUB,ARR25367,,
400-UK000000025SUB,ARR11994,,
400-UK000000026SUB,ARR22987,,
400-UK000000027S,ARR22454,,
400-UK000000027SUB,ARR23805,,
400-UK000000029SUB,ARR24329,,
400-UK000000032R,ARR22626,,
400-UK000000032SUB,ARR27152,,
400-UK000000033SUB,ARR28925,,
400-UK000000039S,ARR24284,,
400-UK000000039S,ARR28789,,
400-UK000000039S,ARR13073,,
400-UK0000000424S,ARR15486,,
400-UK000000043S,ARR21744,,
400-UK000000051S,ARR12652,,
400-UK000000058R,ARR25523,,
400-UK000000058R,ARR22887,,
400-UK000000071S,ARR13143,,
400-UK000000072S,ARR18060,,
400-UK000000073S,ARR26843,,
400-UK000000073S,ARR28670,,
400-UK000000073S,ARR12767,,
400-UK000000073S,ARR24351,,
400-UK000000074S,ARR22442,,
400-UK000000075S,ARR23718,,
400-UK000000075S,ARR13223,,
400-UK000000078S,ARR24345,,
400-UK000000078S,ARR19031,,
400-UK000000081S,ARR12696,,
400-UK000000106S,ARR26719,,
400-UK000000106S,ARR28871,,
400-UK000000106S,ARR24166,,
400-UK000000106S,ARR21702,,
400-UK000000106S,ARR13694,,
400-UK000000106S,ARR18741,,
400-UK000000115S,ARR13700,,
400-UK000000123S,ARR13834,,
400-UK000000124S,ARR22507,,
400-UK000000141S,ARR13835,,
400-UK000000144S,ARR27721,,
400-UK000000144S,ARR16406,,
400-UK000000144S,ARR19986,,
400-UK000000144S,ARR22926,,
400-UK000000144S,ARR25323,,
400-UK000000148S,ARR13173,,
400-UK000000149S,ARR13173,,
400-UK000000161S,ARR18553,,
400-UK000000162S,ARR22035,,
400-UK000000221S,ARR28157,,
400-UK000000221S,ARR13329,,
400-UK000000226S,ARR13603,,
400-UK000000245S,ARR22708,,
400-UK000000255S,ARR27789,,
400-UK000000255S,ARR13009,,
400-UK000000255S,ARR21826,,
400-UK000000267S,ARR13071,,
400-UK000000268S,ARR14297,,
400-UK000000269S,ARR25556,,
400-UK000000269S,ARR14297,,
400-UK000000270S,ARR25439,,
400-UK000000270S,ARR26685,,
400-UK000000270S,ARR14476,,
400-UK000000270S,ARR20431,,
400-UK000000280S,ARR26606,,
400-UK000000280S,ARR28873,,
400-UK000000280S,ARR25402,,
400-UK000000280S,ARR14889,,
400-UK000000292S,ARR26674,,
400-UK000000292S,ARR18440,,
400-UK000000298S,ARR14773,,
400-UK000000309S,ARR25884,,
400-UK000000309S,ARR28182,,
400-UK000000309S,ARR21402,,
400-UK000000309S,ARR23663,,
400-UK000000310S,ARR14296,,
400-UK000000316S,ARR28008,,
400-UK000000316S,ARR23025,,
400-UK000000316S,ARR25451,,
400-UK000000326S,ARR14732,,
400-UK000000356S,ARR14985,,
400-UK000000356S,LT-ST Reclass,,
400-UK000000357S,ARR27765,,
400-UK000000357S,ARR23157,,
400-UK000000357S,ARR25995,,
400-UK000000358S,ARR15388,,
400-UK000000358S,ARR25519,,
400-UK000000361S,ARR25827,,
400-UK000000368S,ARR19767,,
400-UK000000369S,ARR27853,,
400-UK000000369S,ARR22865,,
400-UK000000369S,ARR25402,,
400-UK000000374S,ARR27940,,
400-UK000000374S,ARR15489,,
400-UK000000374S,ARR23208,,
400-UK000000374S,ARR25826,,
400-UK000000376S,ARR21119,,
400-UK000000376S,ARR21839,,
400-UK000000376S,ARR21840,,
400-UK000000383S,ARR26781,,
400-UK000000383S,ARR22025,,
400-UK000000385S,ARR21350,,
400-UK000000385S,ARR15514,,
400-UK000000386S,ARR15285,,
400-UK000000387S,ARR11550,,
400-UK000000394S,ARR27300,,
400-UK000000394S,ARR15704,,
400-UK000000424S,ARR15486,,
400-UK000000426S,ARR25594,,
400-UK000000426S,ARR28300,,
400-UK000000426S,ARR23499,,
400-UK000000437S,ARR23370,,
400-UK000000440S,ARR27929,,
400-UK000000440S,ARR16333,,
400-UK000000440S,ARR20223,,
400-UK000000441S,ARR16216,,
400-UK000000444S,ARR27830,,
400-UK000000444S,ARR25905,,
400-UK000000457S,ARR28680,,
400-UK000000473S,ARR20250,,
400-UK000000473S,ARR22926,,
400-UK000000473S,ARR25323,,
400-UK000000480S,ARR15874,,
400-UK000000487S,ARR27283,,
400-UK000000487S,ARR21752,,
400-UK000000490S,ARR28312,,
400-UK000000490S,ARR16729,,
400-UK000000492S,ARR15773,,
400-UK000000506S,ARR27302,,
400-UK000000506S,ARR29219,,
400-UK000000506S,ARR16679,,
400-UK000000508S,ARR27721,,
400-UK000000508S,ARR25323,,
400-UK000000516S,ARR24343,,
400-UK000000516S,LT-ST Reclass,,
400-UK000000516S,ARR21181,,
400-UK000000518S,ARR16905,,
400-UK000000519S,ARR26319,,
400-UK000000519S,ARR28506,,
400-UK000000519S,ARR23645,,
400-UK000000520S,ARR25439,,
400-UK000000520S,ARR16651,,
400-UK000000533S,ARR22063,,
400-UK000000533S,LT-ST Reclass,,
400-UK000000534S,ARR27944,,
400-UK000000534S,ARR25786,,
400-UK000000535S,ARR26728,,
400-UK000000535S,ARR28664,,
400-UK000000535S,ARR15328,,
400-UK000000535S,ARR24297,,
400-UK000000537S,ARR18326,,
400-UK000000566S,ARR26792,,
400-UK000000566S,ARR28487,,
400-UK000000566S,ARR24031,,
400-UK000000648S,ARR16940,,
400-UK000000652S,ARR20651,,
400-UK000000654S,ARR17973,,
400-UK000000701S,ARR21279,,
400-UK000000707S,ARR26706,,
400-UK000000707S,ARR28433,,
400-UK000000707S,ARR24245,,
400-UK000000710S,ARR17337,,
400-UK000000715S,ARR22154,,
400-UK000000715S,LT-ST Reclass,,
400-UK000000720S,ARR17900,,
400-UK000000721S,ARR26186,,
400-UK000000721S,ARR28461,,
400-UK000000721S,ARR20341,,
400-UK000000721S,ARR24166,,
400-UK000000722S,ARR18197,,
400-UK000000724S,ARR18018,,
400-UK000000724S,LT-ST Reclass,,
400-UK000000725S,ARR23528,,
400-UK000000729S,ARR24464,,
400-UK000000770S,ARR18099,,
400-UK000000776S,ARR18457,,
400-UK000000789S,ARR18560,,
400-UK000000802S,ARR22166,,
400-UK000000810S,ARR18635,,
400-UK000000810S,LT-ST Reclass,,
400-UK000000813S,ARR22925,,
400-UK000000819S,ARR18457,,
400-UK000000848S,ARR22651,,
400-UK000000856S,ARR18540,,
400-UK000000869S,ARR27348,,
400-UK000000869S,ARR19986,,
400-UK000000877S,ARR22303,,
400-UK000000878S,ARR18947,,
400-UK000000879S,ARR22011,,
400-UK000000879S,ARR28877,,
400-UK000000884S,ARR27259,,
400-UK000000884S,ARR24831,,
400-UK000000893S,ARR23300,,
400-UK000000893S,ARR27411,,
400-UK000000893S,LT-ST Reclass,,
400-UK000000893S,ARR25111,,
400-UK000000908S,ARR19355,,
400-UK000000937S,ARR18457,,
400-UK000000939S,ARR19075,,
400-UK000000953S,ARR19415,,
400-UK000000958S,ARR19574,,
400-UK000000969S,ARR19273,,
400-UK000000971S,ARR25171,,
400-UK000000971S,ARR19684,,
400-UK000000972S,ARR19708,,
400-UK000000974S,ARR19645,,
400-UK000000977S,ARR19273,,
400-UK000000977S,LT-ST Reclass,,
400-UK000000984S,ARR22302,,
400-UK000000987S,ARR19549,,
400-UK000000991S,ARR19544,,
400-UK000000991S,LT-ST Reclass,,
400-UK000000994S,ARR27209,,
400-UK000000994S,ARR19806,,
400-UK000001003S,ARR28766,,
400-UK000001003S,ARR22064,,
400-UK000001005S,ARR21190,,
400-UK000001008S,ARR27720,,
400-UK000001008S,ARR19648,,
400-UK000001009S,ARR19947,,
400-UK000001010S,ARR27772,,
400-UK000001010S,ARR23005,,
400-UK000001010S,ARR26157,,
400-UK000001032S,ARR26305,,
400-UK000001032S,ARR23729,,
400-UK000001038S,ARR23436,,
400-UK000001057S,ARR20077,,
400-UK000001067S,ARR20250,,
400-UK000001071S,ARR20353,,
400-UK000001077S,ARR20250,,
400-UK000001079S,ARR20101,,
400-UK000001093S,ARR19550,,
400-UK000001095S,ARR20674,,
400-UK000001103S,ARR20581,,
400-UK000001105S,ARR20648,,
400-UK000001108S,ARR20648,,
400-UK000001124S,ARR20765,,
400-UK000001126S,ARR24041,,
400-UK000001126S,ARR28436,,
400-UK000001134S,ARR20950,,
400-UK000001160S,ARR20909,,
400-UK000001162S,ARR21307,,
400-UK000001188S,ARR20571,,
400-UK000001207S,ARR20935,,
400-UK000001219S,ARR21170,,
400-UK000001234S,ARR27109,,
400-UK000001234S,ARR28982,,
